years_experience_capped,experience_level_encoded,company_size_encoded,remote_category,skills_count,benefits_score_normalized,job_desc_log,location_salary_premium,country_grouped_Austria,country_grouped_Canada,country_grouped_China,country_grouped_Denmark,country_grouped_France,country_grouped_Germany,country_grouped_India,country_grouped_Israel,country_grouped_Other,country_grouped_Singapore,country_grouped_Sweden,job_category_Data Analyst,job_category_Data Engineer,job_category_Data Scientist,job_category_ML Engineer,job_category_Management,job_category_Other
6,3,1,3,3,0.38000000000000006,6.887552571664617,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11,4,3,3,5,0.05999999999999996,6.835184586147301,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
15,4,1,0,4,0.72,7.67275789664251,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
8,3,2,3,5,0.9399999999999998,6.673297967767654,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7,3,3,2,3,0.8399999999999999,6.424869023905388,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11,4,2,0,5,0.14000000000000004,7.508787170634276,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,1,3,4,0.2,7.569927655242652,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,2,2,4,0.2800000000000001,7.282073658093465,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
10,4,3,0,5,0.2800000000000001,6.293419278846481,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
7,3,1,0,5,0.7399999999999999,7.3537223303996315,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,3,2,4,0.019999999999999928,6.284134161070802,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
7,3,3,3,5,0.5599999999999999,7.700747794511798,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,1,3,5,0.44000000000000006,6.682108597449809,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,2,2,4,0.5199999999999999,6.980075940561763,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
6,3,2,2,4,0.5599999999999999,7.373374309910049,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
9,3,1,0,4,0.9800000000000001,7.374001859350161,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,1,1,2,4,0.4,7.40184157874383,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
9,3,2,3,5,0.2,7.53955882930103,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,3,2,5,0.2,7.317212408359839,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
4,2,1,3,5,0.05999999999999996,7.490529402060711,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
8,3,2,2,3,0.6600000000000001,7.362010551259734,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,3,3,3,0.45999999999999996,7.1592919047975645,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
8,3,2,0,5,0.5599999999999999,6.92951677076365,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,0,3,0.8,7.596894438144544,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2,2,3,0,4,0.6,7.791522819150732,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15,4,2,2,4,0.1,7.643961949002529,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,3,2,3,0.1,7.165493475060845,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,2,3,3,4,0.5800000000000001,7.628517626575055,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
6,3,1,2,3,0.019999999999999928,6.2766434893416445,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,3,2,5,0.8600000000000001,6.891625897052253,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
11,4,1,0,3,0.8800000000000001,7.715569534520208,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8,3,1,0,4,0.41999999999999993,6.8658910748834385,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
6,3,1,0,3,0.9800000000000001,7.621684998724611,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2,2,1,0,4,0.8,7.410347097821024,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,1,3,2,4,0.68,7.628031126930335,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
7,3,1,0,3,0.3,7.401231264413015,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,1,3,4,0.8,7.789868559054706,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,3,3,4,0.6,7.5953872788539725,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18,4,1,3,4,0.08000000000000007,7.029087564149662,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
19,4,2,3,3,0.9600000000000002,6.556778356158042,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
13,4,2,0,4,0.5,6.541029999189903,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
11,4,2,3,5,0.44000000000000006,6.516193076042964,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
7,3,3,0,5,0.0,7.380879035564116,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,0,4,0.31999999999999995,6.546785410760524,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5,3,3,0,4,0.34,7.0317412587631285,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
7,3,3,2,4,0.34,7.6255950721324535,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
18,4,2,3,3,0.9399999999999998,6.754604099487962,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,2,3,3,3,0.6199999999999999,7.060476365999801,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
8,3,3,2,5,0.72,6.647688373563329,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
6,3,3,3,3,0.44000000000000006,7.771488760117616,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2,2,1,2,3,0.8399999999999999,7.554858521040676,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
10,4,2,0,4,0.5800000000000001,7.433666540166168,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,2,3,4,0.4,7.474204806496124,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6,3,1,0,5,0.6,7.396335293800808,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
6,3,3,3,4,0.5,7.474204806496124,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17,4,2,3,4,0.68,7.670428522190693,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,2,3,4,0.9399999999999998,7.538494999413465,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
7,3,1,0,5,0.68,6.947937068614969,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,3,0,3,0.21999999999999992,7.643003635560718,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2,2,3,3,4,0.44000000000000006,6.3080984415095305,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2,2,1,3,4,0.8,7.494430215031565,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
5,3,1,0,3,0.7399999999999999,6.230481447578482,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
8,3,2,2,4,0.68,7.802618063442671,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,2,2,5,0.44000000000000006,7.497207223203318,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,2,2,5,0.18000000000000008,6.912742820493176,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,0,3,0.36,6.63200177739563,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
9,3,1,0,3,0.3,7.757051142032013,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
18,4,3,0,5,0.4800000000000001,7.017506142941256,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13,4,3,0,4,0.8,7.470793774195062,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,2,3,3,4,0.5199999999999999,7.757051142032013,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,2,2,2,4,0.21999999999999992,7.7501841622578365,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5,3,1,2,4,0.24000000000000005,7.5406215286571525,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
8,3,3,0,4,0.7399999999999999,7.765993079407675,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
5,3,2,3,3,0.6600000000000001,7.210079628170788,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19,4,3,2,3,0.8600000000000001,7.483806687665835,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4,2,3,3,3,0.8,6.813444599510896,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,3,3,4,0.08000000000000007,6.665683717782408,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
9,3,2,2,3,0.9399999999999998,7.560601162768557,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
19,4,1,3,3,0.25999999999999995,7.822444729489319,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10,4,3,2,4,0.9600000000000002,7.711101251840158,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
18,4,3,2,4,0.14000000000000004,7.170119543449628,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,3,0,3,0.9399999999999998,7.237778191923443,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,3,4,0.72,6.56244409369372,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
9,3,1,0,5,0.9,6.875232087276577,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
13,4,3,3,5,0.6399999999999999,6.7357800142423265,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,1,1,2,5,0.45999999999999996,7.81762544305337,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
5,3,3,0,4,0.4,7.515344571180436,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
18,4,2,0,4,0.24000000000000005,7.471363088187097,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3,2,1,3,4,0.08000000000000007,7.02197642307216,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
7,3,2,0,5,0.5199999999999999,6.481577129276431,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
13,4,3,0,5,0.14000000000000004,6.716594773520978,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2,2,1,0,4,0.8399999999999999,6.963189985870238,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
14,4,2,3,3,0.7,7.20934025660291,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,2,3,3,0.7399999999999999,6.849066282633458,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
16,4,2,0,4,0.7,6.517671272912275,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2,2,2,0,4,0.9,6.548219102762372,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
15,4,3,3,5,0.6399999999999999,7.4073177104694174,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,1,1,0,4,0.21999999999999992,7.0707241072602764,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12,4,2,2,3,0.68,6.816735880594968,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
19,4,3,2,5,0.5599999999999999,7.358193752733032,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
6,3,1,0,5,0.68,6.473890696352274,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,1,1,3,4,0.5800000000000001,7.383989457978509,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,2,1,3,4,0.5599999999999999,6.879355804460439,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5,3,2,2,4,0.44000000000000006,7.104144092987527,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
7,3,1,3,4,0.15999999999999998,7.485491608030754,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,3,1,0,4,0.08000000000000007,7.098375638590786,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2,2,1,3,4,0.11999999999999993,7.473637108496206,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
18,4,1,3,3,0.9,7.027314514039777,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,3,2,4,0.05999999999999996,7.033506484287697,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,2,3,0.2800000000000001,6.553933404025811,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1,1,3,0,5,0.3,7.6324011266014535,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
15,4,3,3,3,0.9600000000000002,7.682021510826875,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3,2,3,3,3,0.9800000000000001,7.804659297056102,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,2,0,5,0.5599999999999999,7.2682230211595655,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,2,1,3,3,0.38000000000000006,7.419979923661835,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8,3,3,0,4,0.24000000000000005,7.690286020676768,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2,2,3,0,3,0.6199999999999999,7.531552381407289,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3,2,3,2,5,0.4800000000000001,6.975413927455952,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,2,3,0,3,0.5800000000000001,6.530877627725885,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2,2,1,3,3,0.78,7.7406644019172415,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,2,3,4,0.25999999999999995,7.5411524551363085,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,3,2,3,0.2800000000000001,7.208600337960199,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,2,0,5,0.9,6.53813982376767,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
6,3,3,2,5,0.7399999999999999,7.551186867296149,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,3,3,5,0.11999999999999993,7.818027938530729,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5,3,3,3,4,0.8600000000000001,7.1252830915107115,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,2,2,3,0.7600000000000001,6.354370040797351,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,2,3,3,4,0.78,6.678342114654332,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
16,4,1,2,4,0.6600000000000001,7.518064181233078,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
11,4,1,0,3,0.8600000000000001,6.51025834052315,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
16,4,2,2,3,0.6199999999999999,7.453561871643373,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5,3,1,2,4,0.3,7.771067086065406,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5,3,1,3,3,0.31999999999999995,7.755338812846501,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3,2,2,3,4,0.54,7.630461261783627,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
6,3,1,3,3,0.9199999999999999,7.162397497355718,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,1,1,0,3,0.6600000000000001,6.661854740545311,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,3,2,3,0.9,7.336285660021297,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
7,3,1,3,4,0.2800000000000001,7.7142311448490855,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
5,3,1,3,3,0.44000000000000006,7.156176637480615,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,1,3,2,5,0.34,7.557994958530806,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
7,3,1,0,5,0.05999999999999996,7.6638772587034705,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4,2,1,0,5,0.6600000000000001,7.784889295655098,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
18,4,3,2,5,0.14000000000000004,7.590852123688581,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,1,3,2,4,0.8600000000000001,6.907755278982137,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
16,4,1,0,5,0.31999999999999995,7.740229524763182,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
8,3,3,3,5,0.8399999999999999,6.3835066348840055,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,1,0,3,0.0,7.571473648851271,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
15,4,3,3,3,0.18000000000000008,7.788211557847076,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,3,3,4,0.3,7.722234744709607,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
8,3,3,0,3,0.41999999999999993,7.787382026484701,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
5,3,1,3,3,0.6600000000000001,7.022868086082641,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
5,3,3,3,5,0.45999999999999996,7.1204443723924875,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,1,1,0,4,0.2800000000000001,7.55171221535131,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,1,2,0,5,0.8399999999999999,6.70073110954781,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6,3,2,2,5,0.6,6.854354502255021,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,1,2,5,0.8,7.503840746698951,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,2,2,3,3,0.7600000000000001,7.503289630675082,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,3,3,2,4,0.08000000000000007,7.231287004327616,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6,3,3,3,4,0.5199999999999999,7.27655640271871,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
14,4,3,0,5,0.6600000000000001,7.71244383427499,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
17,4,3,2,5,0.5199999999999999,6.785587645007929,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2,2,2,0,3,0.4800000000000001,6.962243464266207,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11,4,1,3,3,0.8,6.335054251498059,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
16,4,2,0,3,0.6600000000000001,6.666956792429207,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,1,2,3,0.72,7.813995675002791,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4,2,1,0,5,0.68,6.952728644624869,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
12,4,1,0,5,0.6600000000000001,6.222576268071369,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
18,4,1,2,5,0.34,7.644440761556566,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
15,4,1,0,5,0.9,7.785305182539862,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
7,3,3,3,3,0.9800000000000001,7.51479976048867,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,3,0,4,0.68,7.232010331664759,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
9,3,1,0,4,0.21999999999999992,7.38025578842646,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
7,3,2,3,5,0.5599999999999999,6.981934677156389,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
19,4,3,2,5,0.0,7.292337176173877,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
17,4,3,2,3,0.45999999999999996,7.331714969726466,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,2,3,5,0.5599999999999999,6.894670039433482,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18,4,3,0,3,0.9,6.778784897685177,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
15,4,1,2,5,0.019999999999999928,6.282266746896006,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,1,3,4,0.11999999999999993,7.424761761823209,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
10,4,2,2,3,0.82,7.611842399580417,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
7,3,1,0,3,0.2,6.57507584059962,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4,2,3,2,3,0.14000000000000004,7.454719949364001,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
13,4,3,0,4,0.45999999999999996,6.259581464064923,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
15,4,1,3,4,0.8600000000000001,7.2909747781429814,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
19,4,3,2,3,0.6199999999999999,7.259819610363186,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2,2,2,2,3,0.3,7.721791776817535,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
18,4,3,2,3,0.019999999999999928,7.004881989712859,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3,2,3,0,4,1.0,7.484368643286131,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
7,3,1,0,5,0.9399999999999998,7.247792581767846,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
4,2,3,2,4,0.54,7.3310603052186325,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
19,4,1,3,4,0.14000000000000004,7.535830462798367,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2,2,1,2,3,0.3,7.600902459542082,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9,3,1,0,3,0.2800000000000001,7.533158807455563,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
7,3,3,2,5,0.72,6.851184927493743,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,1,2,3,4,0.2,7.143617602704121,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,1,2,3,4,0.08000000000000007,7.7501841622578365,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
14,4,3,2,4,0.7600000000000001,6.813444599510896,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,1,3,3,5,0.8600000000000001,6.892641641172089,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
6,3,1,0,4,0.25999999999999995,6.3784261836515865,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4,2,3,3,3,0.8600000000000001,7.738052297689316,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
